fecha_recepcion,fecha_envio,producto,subproducto,asunto,subasunto,descripcion_queja,descripcion_solucion,compania,estado_abbr,estado,codigo_postal,etiquetas,consentimiento_cliente,medio_comunicacion,estatus_queja,respuesta_a_tiempo,se_abre_disputa
29/07/2013,30/07/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,NJ,New Jersey,7731,,N/A,Fax,Closed with monetary relief,Yes,Yes
15/08/2013,19/08/2013,Credit card,,Transaction issue,,,,Wells Fargo & Company,WI,Wisconsin,54915,Older American,N/A,Phone,Closed with non-monetary relief,Yes,No
05/08/2013,07/08/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,Sallie Mae,TX,Texas,78704,,N/A,Phone,Closed with monetary relief,Yes,No
22/08/2013,23/08/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,"Citizens Financial Group, Inc.",PA,Pennsylvania,17011,,N/A,Web,Closed with monetary relief,Yes,No
22/08/2013,23/08/2013,Debt collection,I do not know,Cont''d attempts collect debt not owed,Debt is not mine,,,"EOS Holdings, Inc.",MI,Michigan,48239,Older American,N/A,Web,Closed with explanation,Yes,No
02/08/2013,02/08/2013,Credit card,,Late fee,,,,Synchrony Financial,IL,Illinois,62951,,N/A,Web,Closed with monetary relief,Yes,No
02/08/2013,20/08/2013,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,"Dynamic Recovery Solutions, LLC",CA,California,90803,,N/A,Web,Closed with explanation,No,
05/08/2013,16/08/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NY,New York,10701,,N/A,Referral,Closed with explanation,Yes,No
15/08/2013,15/08/2013,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,"The Regional Adjustment Bureau, Incorporated",NY,New York,11215,,N/A,Web,Closed with non-monetary relief,Yes,No
23/08/2013,23/08/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,PA,Pennsylvania,17011,,N/A,Web,Closed with explanation,Yes,No
23/08/2013,04/09/2013,Mortgage,Second mortgage,Credit decision / Underwriting,,,,Franklin Credit Management,TX,Texas,79118,,N/A,Web,Closed with explanation,Yes,No
15/08/2013,16/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,New Jersey,8021,,N/A,Web,Closed with explanation,Yes,No
15/08/2013,15/08/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,OR,Oregon,97229,,N/A,Web,Closed with non-monetary relief,Yes,No
22/08/2013,23/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,CA,California,92301,,N/A,Web,Closed with explanation,Yes,No
09/08/2013,12/08/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,M&T Bank Corporation,DE,Delaware,19963,,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,12/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,WI,Wisconsin,54301,,N/A,Web,Closed with explanation,Yes,Yes
15/08/2013,20/08/2013,Credit card,,Transaction issue,,,,Synchrony Financial,FL,Florida,32459,Older American,N/A,Web,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,MA,Massachusetts,1073,,N/A,Phone,Closed with explanation,Yes,No
29/07/2013,29/07/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,Equifax,NH,New Hampshire,3054,,N/A,Web,Closed with non-monetary relief,Yes,Yes
29/07/2013,29/07/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",NH,New Hampshire,3054,,N/A,Web,Closed with non-monetary relief,Yes,No
29/07/2013,19/08/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,AL,Alabama,36072,,N/A,Referral,Closed with non-monetary relief,Yes,No
29/07/2013,08/08/2013,Debt collection,Medical,Cont''d attempts collect debt not owed,Debt was paid,,,"Healthcare Receivable Professionals, LLC",GA,Georgia,30067,,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,13/08/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Citibank,PR,Puerto Rico,983,,N/A,Phone,Closed with explanation,Yes,No
29/07/2013,19/08/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"Fidelity National Information Services, Inc. (FNIS)",CA,California,92345,,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,12/08/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,Ally Financial Inc.,CA,California,92704,,N/A,Referral,Closed with explanation,Yes,No
23/08/2013,23/08/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NJ,New Jersey,8346,,N/A,Web,Closed with monetary relief,Yes,No
15/08/2013,21/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,Florida,32792,Servicemember,N/A,Referral,Closed with explanation,Yes,Yes
23/08/2013,17/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"United Check Recovery, LLC",TX,Texas,76691,,N/A,Web,Untimely response,No,
02/08/2013,06/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,California,92101,,N/A,Web,Closed with explanation,Yes,No
02/08/2013,06/08/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,One Reverse Mortgage,UT,Utah,84414,Servicemember,N/A,Web,Closed with explanation,Yes,Yes
05/08/2013,12/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,MD,Maryland,21222,,N/A,Web,Closed with explanation,Yes,No
23/08/2013,23/08/2013,Credit card,,Other,,,,Citibank,CA,California,92078,,N/A,Web,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Bank of America,MI,Michigan,48323,Older American,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,13/08/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,Texas,76114,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
09/08/2013,12/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,MD,Maryland,20745,Servicemember,N/A,Phone,Closed with explanation,Yes,Yes
22/08/2013,23/08/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,M&T Bank Corporation,CA,California,90670,,N/A,Web,Closed with explanation,Yes,No
29/07/2013,31/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,Florida,33020,,N/A,Referral,Closed with non-monetary relief,Yes,No
23/08/2013,26/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NC,North Carolina,28215,,N/A,Web,Closed with explanation,Yes,No
02/08/2013,06/08/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,U.S. Bancorp,WA,Washington,98065,,N/A,Web,Closed with explanation,Yes,No
23/08/2013,23/08/2013,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,"Mountain Land Collections, Inc.",UT,Utah,84770,,N/A,Web,Closed with non-monetary relief,Yes,No
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,WA,Washington,98201,,N/A,Web,Closed with explanation,Yes,No
09/08/2013,09/08/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Sued where didn''t live/sign for debt,,,"Javitch, Block & Rathbone LLC",IN,Indiana,46229,,N/A,Web,Closed with explanation,Yes,No
22/08/2013,23/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,SC,South Carolina,29642,,N/A,Web,Closed with explanation,Yes,No
29/07/2013,30/07/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,AZ,Arizona,85041,,N/A,Referral,Closed with non-monetary relief,Yes,No
02/08/2013,02/08/2013,Credit card,,Credit determination,,,,JPMorgan Chase & Co.,PA,Pennsylvania,18414,,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,13/08/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Capital One,IL,Illinois,60016,,N/A,Web,Closed with explanation,Yes,No
22/08/2013,23/08/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase & Co.,CO,Colorado,80012,,N/A,Referral,Closed,Yes,Yes
09/08/2013,14/08/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,USAA Savings,TX,Texas,77388,,N/A,Referral,Closed with monetary relief,Yes,No
23/08/2013,28/08/2013,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,"Ability Recovery Services, LLC",PA,Pennsylvania,15216,,N/A,Web,Closed,Yes,Yes
22/08/2013,23/08/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Barclays PLC,PA,Pennsylvania,18964,,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,California,92585,,N/A,Referral,Closed with explanation,Yes,No
29/07/2013,01/08/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,Synchrony Financial,OH,Ohio,44440,,N/A,Phone,Closed with explanation,Yes,No
29/07/2013,30/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,MN,Minnesota,55437,,N/A,Phone,Closed with explanation,Yes,Yes
09/08/2013,12/08/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo & Company,TX,Texas,78617,,N/A,Referral,Closed with explanation,Yes,No
02/08/2013,22/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,California,95843,,N/A,Phone,Closed with explanation,Yes,Yes
22/08/2013,23/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,Florida,33176,,N/A,Web,Closed with explanation,Yes,Yes
15/08/2013,16/08/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Bank of America,CA,California,94519,Older American,N/A,Postal mail,Closed with explanation,Yes,Yes
09/08/2013,12/08/2013,Credit card,,Advertising and marketing,,,,Global Client Solutions,CA,California,91945,,N/A,Web,Closed with explanation,Yes,Yes
29/07/2013,30/07/2013,Credit card,,Unsolicited issuance of credit card,,,,Citibank,FL,Florida,34448,,N/A,Referral,Closed with explanation,Yes,Yes
29/07/2013,30/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Astoria Bank,NY,New York,10502,,N/A,Referral,Closed with non-monetary relief,Yes,No
09/08/2013,12/08/2013,Credit card,,Other,,,,JPMorgan Chase & Co.,NJ,New Jersey,7631,,N/A,Referral,Closed with explanation,Yes,No
23/08/2013,23/08/2013,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,HSBC North America Holdings Inc.,PA,Pennsylvania,17070,Servicemember,N/A,Web,Closed with explanation,Yes,No
02/08/2013,05/08/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",OK,Oklahoma,73112,,N/A,Web,Closed with explanation,Yes,No
02/08/2013,02/08/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt was discharged in bankruptcy,,,JPMorgan Chase & Co.,CA,California,90266,,N/A,Web,Closed with explanation,Yes,No
29/07/2013,30/07/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,MA,Massachusetts,1223,,N/A,Referral,Closed with explanation,Yes,No
29/07/2013,30/07/2013,Credit card,,Billing disputes,,,,Synchrony Financial,MD,Maryland,21710,,N/A,Referral,Closed with monetary relief,Yes,No
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Carrington Mortgage Holdings, LLC.",CT,Connecticut,6606,,N/A,Referral,Closed with explanation,Yes,No
22/08/2013,22/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,VA,Virginia,22032,,N/A,Web,Closed with explanation,Yes,Yes
23/08/2013,23/08/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",VA,Virginia,22405,,N/A,Web,Closed with explanation,Yes,No
05/08/2013,26/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Franklin Credit Management,PA,Pennsylvania,19128,,N/A,Referral,Closed with explanation,Yes,No
29/07/2013,30/07/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Citibank,NY,New York,11213,,N/A,Referral,Closed with monetary relief,Yes,No
09/08/2013,13/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,NV,Nevada,89104,,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,New Jersey,8722,,N/A,Web,Closed with explanation,Yes,Yes
09/08/2013,13/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,California,90304,,N/A,Referral,Closed with explanation,Yes,No
05/08/2013,08/08/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Citibank,CT,Connecticut,6606,,N/A,Referral,Closed with explanation,Yes,No
22/08/2013,22/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CA,California,95020,,N/A,Web,Closed with explanation,Yes,Yes
05/08/2013,08/08/2013,Debt collection,Mortgage,Cont''d attempts collect debt not owed,Debt is not mine,,,JPMorgan Chase & Co.,CA,California,95367,,N/A,Phone,Closed with explanation,Yes,No
02/08/2013,02/08/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",DE,Delaware,19720,,N/A,Web,Closed with explanation,Yes,No
29/07/2013,31/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IN,Indiana,46060,,N/A,Web,Closed with explanation,Yes,No
09/08/2013,13/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CT,Connecticut,6783,,N/A,Web,Closed with explanation,Yes,Yes
05/08/2013,08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,Illinois,60616,,N/A,Referral,Closed with explanation,Yes,Yes
02/08/2013,06/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,New York,11784,,N/A,Web,Closed with explanation,Yes,No
22/08/2013,22/08/2013,Mortgage,Other mortgage,Other,,,,Ocwen,IL,Illinois,60473,,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,AZ,Arizona,85282,,N/A,Referral,Closed with explanation,Yes,No
15/08/2013,16/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,NY,New York,11203,,N/A,Phone,Closed with explanation,Yes,No
05/08/2013,08/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,NY,New York,11427,,N/A,Referral,Closed with explanation,Yes,Yes
05/08/2013,03/09/2013,Credit card,,Other,,,,Capital One,CT,Connecticut,6519,,N/A,Referral,Closed with monetary relief,Yes,No
23/08/2013,23/08/2013,Credit card,,Advertising and marketing,,,,JPMorgan Chase & Co.,ID,Idaho,83841,Older American,N/A,Web,Closed with explanation,Yes,No
09/08/2013,12/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MI,Michigan,48382,,N/A,Referral,Closed with explanation,Yes,No
09/08/2013,12/08/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,IL,Illinois,60532,,N/A,Referral,Closed with explanation,Yes,Yes
09/08/2013,13/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,Florida,34232,,N/A,Phone,Closed with explanation,Yes,No
15/08/2013,16/08/2013,Credit card,,Other,,,,Wells Fargo & Company,NJ,New Jersey,8401,,N/A,Referral,Closed with explanation,Yes,No
15/08/2013,21/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NJ,New Jersey,7024,,N/A,Referral,Closed with explanation,Yes,No
22/08/2013,23/08/2013,Debt collection,Mortgage,Cont''d attempts collect debt not owed,Debt was discharged in bankruptcy,,,Nationstar Mortgage,CA,California,92392,,N/A,Phone,Closed with explanation,Yes,No
02/08/2013,07/08/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,Bank of America,NM,New Mexico,87123,,N/A,Web,Closed with explanation,Yes,No
05/08/2013,07/08/2013,Credit card,,Billing disputes,,,,Amex,AZ,Arizona,85286,,N/A,Referral,Closed with explanation,Yes,No
05/08/2013,08/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,Florida,33461,,N/A,Referral,Closed with explanation,Yes,No
29/07/2013,30/07/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,"SunTrust Banks, Inc.",VA,Virginia,22556,,N/A,Web,Closed with non-monetary relief,Yes,No
